"BehaviorSpace results (NetLogo 6.0.1)"
"Diffusion-chrizbo.nlogo"
"social-influence-experiment"
"07/23/2017 13:43:07:963 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-agents","network","social-influence","broadcast-influence","[step]","count turtles with [ adopted? ]","count regulars with [ adopted? ]","count influentials with [ adopted? ]"
"66","100","""random""","0.7","0.05","0","0","0","0"
"59","100","""random""","0.6","0.05","24","97","89","8"
"59","100","""random""","0.6","0.05","25","97","89","8"
"59","100","""random""","0.6","0.05","26","98","90","8"
"59","100","""random""","0.6","0.05","27","98","90","8"
"66","100","""random""","0.7","0.05","1","10","9","1"
"59","100","""random""","0.6","0.05","28","98","90","8"
"59","100","""random""","0.6","0.05","29","98","90","8"
"59","100","""random""","0.6","0.05","30","98","90","8"
"66","100","""random""","0.7","0.05","2","18","16","2"
"59","100","""random""","0.6","0.05","31","98","90","8"
"59","100","""random""","0.6","0.05","32","98","90","8"
"59","100","""random""","0.6","0.05","33","98","90","8"
"59","100","""random""","0.6","0.05","34","99","90","9"
"66","100","""random""","0.7","0.05","3","28","26","2"
"59","100","""random""","0.6","0.05","35","99","90","9"
"59","100","""random""","0.6","0.05","36","100","90","10"
"65","100","""random""","0.7","0.05","4","46","42","4"
"66","100","""random""","0.7","0.05","4","36","34","2"
"65","100","""random""","0.7","0.05","5","65","58","7"
"66","100","""random""","0.7","0.05","5","46","44","2"
"65","100","""random""","0.7","0.05","6","78","71","7"
"66","100","""random""","0.7","0.05","6","55","53","2"
"65","100","""random""","0.7","0.05","7","83","76","7"
"58","100","""random""","0.6","0.05","27","99","90","9"
"58","100","""random""","0.6","0.05","28","99","90","9"
"58","100","""random""","0.6","0.05","29","99","90","9"
"66","100","""random""","0.7","0.05","7","64","61","3"
"58","100","""random""","0.6","0.05","30","100","90","10"
"65","100","""random""","0.7","0.05","8","88","81","7"
"65","100","""random""","0.7","0.05","9","89","82","7"
"66","100","""random""","0.7","0.05","8","65","62","3"
"65","100","""random""","0.7","0.05","10","94","87","7"
"65","100","""random""","0.7","0.05","11","94","87","7"
"66","100","""random""","0.7","0.05","9","69","66","3"
"65","100","""random""","0.7","0.05","12","95","88","7"
"65","100","""random""","0.7","0.05","13","95","88","7"
"65","100","""random""","0.7","0.05","14","96","89","7"
"66","100","""random""","0.7","0.05","10","71","68","3"
"65","100","""random""","0.7","0.05","15","96","89","7"
"65","100","""random""","0.7","0.05","16","97","90","7"
"66","100","""random""","0.7","0.05","11","76","72","4"
"65","100","""random""","0.7","0.05","17","98","90","8"
"65","100","""random""","0.7","0.05","18","99","90","9"
"65","100","""random""","0.7","0.05","19","99","90","9"
"66","100","""random""","0.7","0.05","12","77","73","4"
"65","100","""random""","0.7","0.05","20","99","90","9"
"65","100","""random""","0.7","0.05","21","100","90","10"
"66","100","""random""","0.7","0.05","13","82","78","4"
"66","100","""random""","0.7","0.05","14","85","81","4"
"66","100","""random""","0.7","0.05","15","85","81","4"
"66","100","""random""","0.7","0.05","16","87","83","4"
"66","100","""random""","0.7","0.05","17","88","84","4"
"66","100","""random""","0.7","0.05","18","88","84","4"
"66","100","""random""","0.7","0.05","19","89","85","4"
"66","100","""random""","0.7","0.05","20","91","87","4"
"66","100","""random""","0.7","0.05","21","91","87","4"
"66","100","""random""","0.7","0.05","22","92","88","4"
"66","100","""random""","0.7","0.05","23","94","89","5"
"66","100","""random""","0.7","0.05","24","95","89","6"
"66","100","""random""","0.7","0.05","25","95","89","6"
"66","100","""random""","0.7","0.05","26","95","89","6"
"66","100","""random""","0.7","0.05","27","95","89","6"
"66","100","""random""","0.7","0.05","28","95","89","6"
"66","100","""random""","0.7","0.05","29","98","90","8"
"66","100","""random""","0.7","0.05","30","100","90","10"
"68","100","""random""","0.7","0.05","0","0","0","0"
"68","100","""random""","0.7","0.05","1","11","9","2"
"68","100","""random""","0.7","0.05","2","22","18","4"
"67","100","""random""","0.7","0.05","0","0","0","0"
"68","100","""random""","0.7","0.05","3","43","37","6"
"67","100","""random""","0.7","0.05","1","3","3","0"
"68","100","""random""","0.7","0.05","4","62","54","8"
"68","100","""random""","0.7","0.05","5","73","65","8"
"68","100","""random""","0.7","0.05","6","79","71","8"
"67","100","""random""","0.7","0.05","2","21","19","2"
"68","100","""random""","0.7","0.05","7","87","79","8"
"68","100","""random""","0.7","0.05","8","91","83","8"
"68","100","""random""","0.7","0.05","9","93","85","8"
"68","100","""random""","0.7","0.05","10","94","86","8"
"67","100","""random""","0.7","0.05","3","38","35","3"
"68","100","""random""","0.7","0.05","11","95","87","8"
"68","100","""random""","0.7","0.05","12","96","88","8"
"68","100","""random""","0.7","0.05","13","97","89","8"
"68","100","""random""","0.7","0.05","14","97","89","8"
"68","100","""random""","0.7","0.05","15","99","90","9"
"67","100","""random""","0.7","0.05","4","46","43","3"
"68","100","""random""","0.7","0.05","16","99","90","9"
"68","100","""random""","0.7","0.05","17","99","90","9"
"68","100","""random""","0.7","0.05","18","99","90","9"
"68","100","""random""","0.7","0.05","19","99","90","9"
"68","100","""random""","0.7","0.05","20","99","90","9"
"68","100","""random""","0.7","0.05","21","99","90","9"
"67","100","""random""","0.7","0.05","5","63","60","3"
"68","100","""random""","0.7","0.05","22","99","90","9"
"68","100","""random""","0.7","0.05","23","99","90","9"
"68","100","""random""","0.7","0.05","24","99","90","9"
"68","100","""random""","0.7","0.05","25","99","90","9"
"68","100","""random""","0.7","0.05","26","99","90","9"
"68","100","""random""","0.7","0.05","27","99","90","9"
"68","100","""random""","0.7","0.05","28","99","90","9"
"68","100","""random""","0.7","0.05","29","99","90","9"
"67","100","""random""","0.7","0.05","6","74","70","4"
"68","100","""random""","0.7","0.05","30","99","90","9"
"68","100","""random""","0.7","0.05","31","100","90","10"
"67","100","""random""","0.7","0.05","7","81","77","4"
"67","100","""random""","0.7","0.05","8","84","79","5"
"67","100","""random""","0.7","0.05","9","90","84","6"
"67","100","""random""","0.7","0.05","10","92","85","7"
"67","100","""random""","0.7","0.05","11","93","86","7"
"67","100","""random""","0.7","0.05","12","94","87","7"
"67","100","""random""","0.7","0.05","13","95","88","7"
"69","100","""random""","0.7","0.05","0","0","0","0"
"67","100","""random""","0.7","0.05","14","97","89","8"
"67","100","""random""","0.7","0.05","15","97","89","8"
"67","100","""random""","0.7","0.05","16","97","89","8"
"67","100","""random""","0.7","0.05","17","97","89","8"
"67","100","""random""","0.7","0.05","18","97","89","8"
"67","100","""random""","0.7","0.05","19","97","89","8"
"67","100","""random""","0.7","0.05","20","97","89","8"
"69","100","""random""","0.7","0.05","1","8","8","0"
"67","100","""random""","0.7","0.05","21","97","89","8"
"67","100","""random""","0.7","0.05","22","97","89","8"
"67","100","""random""","0.7","0.05","23","97","89","8"
"69","100","""random""","0.7","0.05","2","12","12","0"
"67","100","""random""","0.7","0.05","24","97","89","8"
"70","100","""random""","0.7","0.05","0","0","0","0"
"67","100","""random""","0.7","0.05","25","98","90","8"
"71","100","""random""","0.8","0.05","0","0","0","0"
"69","100","""random""","0.7","0.05","3","18","18","0"
"67","100","""random""","0.7","0.05","26","98","90","8"
"70","100","""random""","0.7","0.05","1","5","4","1"
"67","100","""random""","0.7","0.05","27","98","90","8"
"67","100","""random""","0.7","0.05","28","98","90","8"
"71","100","""random""","0.8","0.05","1","12","10","2"
"69","100","""random""","0.7","0.05","4","25","25","0"
"67","100","""random""","0.7","0.05","29","98","90","8"
"70","100","""random""","0.7","0.05","2","15","13","2"
"67","100","""random""","0.7","0.05","30","98","90","8"
"71","100","""random""","0.8","0.05","2","28","25","3"
"69","100","""random""","0.7","0.05","5","35","33","2"
"67","100","""random""","0.7","0.05","31","98","90","8"
"70","100","""random""","0.7","0.05","3","29","26","3"
"67","100","""random""","0.7","0.05","32","98","90","8"
"71","100","""random""","0.8","0.05","3","42","39","3"
"69","100","""random""","0.7","0.05","6","52","50","2"
"67","100","""random""","0.7","0.05","33","99","90","9"
"70","100","""random""","0.7","0.05","4","48","43","5"
"67","100","""random""","0.7","0.05","34","99","90","9"
"71","100","""random""","0.8","0.05","4","52","49","3"
"67","100","""random""","0.7","0.05","35","99","90","9"
"69","100","""random""","0.7","0.05","7","59","56","3"
"67","100","""random""","0.7","0.05","36","99","90","9"
"70","100","""random""","0.7","0.05","5","55","50","5"
"67","100","""random""","0.7","0.05","37","99","90","9"
"69","100","""random""","0.7","0.05","8","70","66","4"
"71","100","""random""","0.8","0.05","5","62","59","3"
"67","100","""random""","0.7","0.05","38","99","90","9"
"70","100","""random""","0.7","0.05","6","65","60","5"
"69","100","""random""","0.7","0.05","9","75","71","4"
"67","100","""random""","0.7","0.05","39","99","90","9"
"71","100","""random""","0.8","0.05","6","66","63","3"
"69","100","""random""","0.7","0.05","10","78","73","5"
"67","100","""random""","0.7","0.05","40","99","90","9"
"70","100","""random""","0.7","0.05","7","76","71","5"
"67","100","""random""","0.7","0.05","41","99","90","9"
"69","100","""random""","0.7","0.05","11","81","75","6"
"71","100","""random""","0.8","0.05","7","73","70","3"
"70","100","""random""","0.7","0.05","8","85","79","6"
"67","100","""random""","0.7","0.05","42","99","90","9"
"69","100","""random""","0.7","0.05","12","88","82","6"
"67","100","""random""","0.7","0.05","43","99","90","9"
"71","100","""random""","0.8","0.05","8","78","74","4"
"70","100","""random""","0.7","0.05","9","89","82","7"
"69","100","""random""","0.7","0.05","13","90","84","6"
"67","100","""random""","0.7","0.05","44","99","90","9"
"70","100","""random""","0.7","0.05","10","93","86","7"
"67","100","""random""","0.7","0.05","45","99","90","9"
"70","100","""random""","0.7","0.05","11","95","88","7"
"71","100","""random""","0.8","0.05","9","82","78","4"
"69","100","""random""","0.7","0.05","14","92","86","6"
"67","100","""random""","0.7","0.05","46","99","90","9"
"71","100","""random""","0.8","0.05","10","88","83","5"
"69","100","""random""","0.7","0.05","15","93","87","6"
"70","100","""random""","0.7","0.05","12","97","89","8"
"71","100","""random""","0.8","0.05","11","93","88","5"
"70","100","""random""","0.7","0.05","13","97","89","8"
"69","100","""random""","0.7","0.05","16","93","87","6"
"70","100","""random""","0.7","0.05","14","98","90","8"
"71","100","""random""","0.8","0.05","12","94","88","6"
"69","100","""random""","0.7","0.05","17","93","87","6"
"70","100","""random""","0.7","0.05","15","98","90","8"
"71","100","""random""","0.8","0.05","13","94","88","6"
"69","100","""random""","0.7","0.05","18","93","87","6"
"70","100","""random""","0.7","0.05","16","99","90","9"
"71","100","""random""","0.8","0.05","14","94","88","6"
"70","100","""random""","0.7","0.05","17","99","90","9"
"69","100","""random""","0.7","0.05","19","93","87","6"
"70","100","""random""","0.7","0.05","18","99","90","9"
"67","100","""random""","0.7","0.05","47","99","90","9"
"69","100","""random""","0.7","0.05","20","94","87","7"
"70","100","""random""","0.7","0.05","19","100","90","10"
"71","100","""random""","0.8","0.05","15","94","88","6"
"69","100","""random""","0.7","0.05","21","95","88","7"
"67","100","""random""","0.7","0.05","48","99","90","9"
"71","100","""random""","0.8","0.05","16","96","90","6"
"69","100","""random""","0.7","0.05","22","96","89","7"
"67","100","""random""","0.7","0.05","49","99","90","9"
"71","100","""random""","0.8","0.05","17","97","90","7"
"69","100","""random""","0.7","0.05","23","96","89","7"
"67","100","""random""","0.7","0.05","50","99","90","9"
"71","100","""random""","0.8","0.05","18","97","90","7"
"67","100","""random""","0.7","0.05","51","99","90","9"
"71","100","""random""","0.8","0.05","19","97","90","7"
"69","100","""random""","0.7","0.05","24","96","89","7"
"67","100","""random""","0.7","0.05","52","99","90","9"
"71","100","""random""","0.8","0.05","20","97","90","7"
"69","100","""random""","0.7","0.05","25","96","89","7"
"67","100","""random""","0.7","0.05","53","99","90","9"
"69","100","""random""","0.7","0.05","26","97","90","7"
"71","100","""random""","0.8","0.05","21","97","90","7"
"67","100","""random""","0.7","0.05","54","99","90","9"
"71","100","""random""","0.8","0.05","22","97","90","7"
"69","100","""random""","0.7","0.05","27","97","90","7"
"67","100","""random""","0.7","0.05","55","99","90","9"
"71","100","""random""","0.8","0.05","23","97","90","7"
"69","100","""random""","0.7","0.05","28","97","90","7"
"67","100","""random""","0.7","0.05","56","99","90","9"
"69","100","""random""","0.7","0.05","29","98","90","8"
"71","100","""random""","0.8","0.05","24","98","90","8"
"69","100","""random""","0.7","0.05","30","98","90","8"
"67","100","""random""","0.7","0.05","57","99","90","9"
"71","100","""random""","0.8","0.05","25","98","90","8"
"69","100","""random""","0.7","0.05","31","98","90","8"
"67","100","""random""","0.7","0.05","58","99","90","9"
"71","100","""random""","0.8","0.05","26","98","90","8"
"69","100","""random""","0.7","0.05","32","98","90","8"
"67","100","""random""","0.7","0.05","59","99","90","9"
"71","100","""random""","0.8","0.05","27","98","90","8"
"69","100","""random""","0.7","0.05","33","98","90","8"
"67","100","""random""","0.7","0.05","60","99","90","9"
"71","100","""random""","0.8","0.05","28","99","90","9"
"69","100","""random""","0.7","0.05","34","98","90","8"
"67","100","""random""","0.7","0.05","61","99","90","9"
"69","100","""random""","0.7","0.05","35","98","90","8"
"71","100","""random""","0.8","0.05","29","99","90","9"
"67","100","""random""","0.7","0.05","62","99","90","9"
"71","100","""random""","0.8","0.05","30","99","90","9"
"69","100","""random""","0.7","0.05","36","98","90","8"
"67","100","""random""","0.7","0.05","63","99","90","9"
"69","100","""random""","0.7","0.05","37","99","90","9"
"71","100","""random""","0.8","0.05","31","99","90","9"
"71","100","""random""","0.8","0.05","32","99","90","9"
"69","100","""random""","0.7","0.05","38","100","90","10"
"67","100","""random""","0.7","0.05","64","99","90","9"
"71","100","""random""","0.8","0.05","33","99","90","9"
"67","100","""random""","0.7","0.05","65","99","90","9"
"71","100","""random""","0.8","0.05","34","99","90","9"
"67","100","""random""","0.7","0.05","66","99","90","9"
"71","100","""random""","0.8","0.05","35","100","90","10"
"67","100","""random""","0.7","0.05","67","99","90","9"
"67","100","""random""","0.7","0.05","68","99","90","9"
"67","100","""random""","0.7","0.05","69","99","90","9"
"67","100","""random""","0.7","0.05","70","99","90","9"
"67","100","""random""","0.7","0.05","71","99","90","9"
"67","100","""random""","0.7","0.05","72","99","90","9"
"67","100","""random""","0.7","0.05","73","99","90","9"
"67","100","""random""","0.7","0.05","74","100","90","10"
"74","100","""random""","0.8","0.05","0","0","0","0"
"73","100","""random""","0.8","0.05","0","0","0","0"
"74","100","""random""","0.8","0.05","1","6","5","1"
"72","100","""random""","0.8","0.05","0","0","0","0"
"73","100","""random""","0.8","0.05","1","3","2","1"
"72","100","""random""","0.8","0.05","1","3","3","0"
"73","100","""random""","0.8","0.05","2","15","13","2"
"72","100","""random""","0.8","0.05","2","7","6","1"
"73","100","""random""","0.8","0.05","3","20","17","3"
